t,a
29.6,0.53099
29.62,0.14471
29.64,-0.39685
29.66,-0.32755
29.68,0.20255
29.7,0.28559
29.72,0.12184
29.74,-0.15755
29.76,-0.26654
29.78,-0.2461
29.8,-0.00052
29.82,0.05437
29.84,-0.19569
29.86,-0.18102
29.88,-0.28699
29.9,-0.49149
29.92,-0.41101
29.94,-0.00475
29.96,0.20783
29.98,0.17278
30,0.17926
30.02,0.0508
30.04,0.15053
30.06,0.50532
30.08,0.67324
30.1,0.27077
30.12,-0.473
30.14,-0.68441
30.16,-0.47912
30.18,0.00646
30.2,0.33782
30.22,0.23871
30.24,-0.04014
30.26,0.03596
30.28,0.33841
30.3,0.56521
30.32,0.67221
30.34,0.57109
30.36,0.32521
30.38,0.17626
30.4,0.17822
30.42,0.13563
30.44,0.07738
30.46,-0.1386
30.48,-0.2514
30.5,-0.24021
30.52,-0.19604
30.54,-0.14467
30.56,-0.02357
30.58,-0.01775
30.6,-0.1038
30.62,-0.00103
30.64,0.11691
30.66,0.25115
30.68,0.29782
30.7,0.19631
30.72,-0.05077
30.74,-0.25029
30.76,-0.33567
30.78,-0.395
30.8,-0.47928
30.82,-0.42327
30.84,-0.15016
30.86,0.16075
30.88,0.2038
30.9,0.0478
30.92,0.02002
30.94,-0.04791
30.96,0.08125
30.98,0.33942
31,0.36474
31.02,0.09648
31.04,-0.2152
31.06,-0.44507
31.08,-0.56342
31.1,-0.40903
31.12,-0.15987
31.14,-0.04319
31.16,-0.11096
31.18,-0.09236
31.2,0.03231
31.22,0.0008
31.24,-0.13631
31.26,-0.16926
31.28,-0.08992
31.3,-0.1356
31.32,-0.20285
31.34,-0.18646
31.36,-0.18381
31.38,-0.17316
31.4,-0.05657
31.42,0.14729
31.44,0.29847
31.46,0.30696
31.48,0.20049
31.5,0.08589
31.52,0.04615
31.54,0.11198
31.56,0.10864
31.58,0.09439
31.6,0.14991
31.62,0.14024
31.64,0.04761
31.66,0.05281
31.68,0.15034
31.7,0.17395
31.72,0.14738
31.74,0.12029
31.76,0.146
31.78,0.26663
31.8,0.41989
31.82,0.42337
31.84,0.38263
31.86,0.29549
31.88,0.0736
31.9,-0.13837
31.92,-0.22712
31.94,-0.12978
31.96,0.04276
31.98,0.05583
32,-0.08766
32.02,-0.21519
32.04,-0.21493
32.06,-0.08327
32.08,-0.05076
32.1,-0.15167
32.12,-0.14646
32.14,-0.04523
32.16,-0.00043
32.18,-0.05503
32.2,-0.22072
32.22,-0.33894
32.24,-0.18203
32.26,0.07767
32.28,0.03681
32.3,-0.14152
32.32,-0.28075
32.34,-0.17974
32.36,-0.00244
32.38,-0.04961
32.4,-0.16345
32.42,-0.26277
32.44,-0.30051
32.46,-0.30138
32.48,-0.16556
32.5,0.02151
32.52,0.17118
32.54,0.14071
32.56,-0.03097
32.58,-0.1975
32.6,-0.16577
32.62,-0.05769
32.64,-0.19783
32.66,-0.38259
32.68,-0.39617
32.7,-0.18676
32.72,0.16757
32.74,0.29128
32.76,0.11306
32.78,0.1051
32.8,0.14716
32.82,0.18487
32.84,0.25674
32.86,0.26565
32.88,0.19381
32.9,0.18313
32.92,0.30816
32.94,0.34417
32.96,0.30305
32.98,0.29588
33,0.24965
33.02,0.06474
33.04,-0.05445
33.06,-0.15708
33.08,-0.22899
33.1,-0.15052
33.12,-0.08817
33.14,-0.05192
33.16,-0.00103
33.18,-0.03239
33.2,-0.05559
33.22,0.10027
33.24,0.31948
33.26,0.36194
33.28,0.24093
33.3,0.11684
33.32,-0.12328
33.34,-0.24013
33.36,-0.12852
33.38,-0.01462
33.4,0.01796
33.42,0.00046
33.44,-0.03738
33.46,0.00421
33.48,0.02048
33.5,-0.07231
33.52,-0.02106
33.54,0.1198
33.56,0.12703
33.58,-0.01056
33.6,0.02293
33.62,0.16796
33.64,0.14218
33.66,0.03955
33.68,0.04832
33.7,0.07022
33.72,-0.09943
33.74,-0.25577
33.76,-0.27993
33.78,-0.23914
33.8,-0.26919
33.82,-0.39165
33.84,-0.4856
33.86,-0.4294
33.88,-0.20063
33.9,-0.0051
33.92,0.04014
33.94,-0.0412
33.96,-0.03767
33.98,0.01977
34,0.07042
34.02,0.10724
34.04,-0.01305
34.06,-0.1884
34.08,-0.28103
34.1,-0.33704
34.12,-0.36632
34.14,-0.30173
34.16,-0.09132
34.18,0.0091
34.2,0.04223
34.22,0.12657
34.24,0.11785
34.26,0.09689
34.28,0.09615
34.3,0.08424
34.32,0.12901
34.34,0.19229
34.36,0.10374
34.38,-0.03491
34.4,0.01144
34.42,0.10228
34.44,0.06757
34.46,0.01282
34.48,-0.0238
34.5,-0.07067
34.52,-0.10794
34.54,-0.07669
34.56,-0.03487
34.58,-0.03893
34.6,0.03632
34.62,0.18216
34.64,0.24482
34.66,0.13742
34.68,0.08497
34.7,0.0967
34.72,0.09563
34.74,0.08249
34.76,0.0964
34.78,0.16505
34.8,0.15376
34.82,0.15927
34.84,0.17237
34.86,0.15182
34.88,0.12845
34.9,0.18086
34.92,0.27486
34.94,0.3437
34.96,0.30599
34.98,0.26626
35,0.27587
35.02,0.23105
35.04,0.15788
35.06,0.13481
35.08,0.15135
35.1,0.07225
35.12,-0.0585
35.14,-0.10402
35.16,-0.08787
35.18,-0.10342
35.2,-0.06298
35.22,-0.03346
35.24,-0.07559
35.26,-0.0319
35.28,0.06377
35.3,0.06967
35.32,0.03016
35.34,0.01863
35.36,-0.01629
35.38,-0.02717
35.4,0.02237
35.42,0.02041
35.44,-0.09884
35.46,-0.17183
35.48,-0.09171
35.5,-0.02489
35.52,-0.00061
35.54,0.02917
35.56,-0.00457
35.58,-0.02877
35.6,0.00459
35.62,0.01801
35.64,-0.04886
35.66,-0.08614
35.68,-0.01865
35.7,0.06466
35.72,0.03984
35.74,-0.00464
35.76,0.0004
35.78,0.01234
35.8,0.01797
35.82,0.0274
35.84,0.08926
35.86,0.12162
35.88,0.05823
35.9,-0.0355
35.92,-0.07609
35.94,-0.0867
35.96,-0.11575
35.98,-0.17075
36,-0.21969
36.02,-0.22103
36.04,-0.21181
36.06,-0.25536
36.08,-0.24007
36.1,-0.19186
36.12,-0.10414
36.14,-0.05432
36.16,-0.06305
36.18,-0.11519
36.2,-0.1111
36.22,0.04255
36.24,0.12211
36.26,0.09789
36.28,0.07275
36.3,0.02747
36.32,-0.04098
36.34,-0.06275
36.36,-0.09554
36.38,-0.08485
36.4,-0.06533
36.42,-0.13235
36.44,-0.23435
36.46,-0.26302
36.48,-0.20056
36.5,-0.20996
36.52,-0.23402
36.54,-0.22073
36.56,-0.25569
36.58,-0.26363
36.6,-0.2276
36.62,-0.21742
36.64,-0.23404
36.66,-0.2411
36.68,-0.20086
36.7,-0.16462
36.72,-0.15781
36.74,-0.13807
36.76,-0.15464
36.78,-0.19107
36.8,-0.1616
36.82,-0.08417
36.84,0.0104
36.86,0.09448
36.88,0.14191
36.9,0.16262
36.92,0.18262
36.94,0.18997
36.96,0.19512
36.98,0.21416
37,0.16699
37.02,0.099
37.04,0.05111
37.06,0.03267
37.08,0.07385
37.1,0.11759
37.12,0.08784
37.14,0.0718
37.16,0.08219
37.18,0.1051
37.2,0.22733
37.22,0.22232
37.24,0.07679
37.26,0.0939
37.28,0.18471
37.3,0.19262
37.32,0.19873
37.34,0.20324
37.36,0.16851
37.38,0.16123
37.4,0.18948
37.42,0.16054
37.44,0.07093
37.46,0.02162
37.48,0.05328
37.5,0.04497
37.52,0.05753
37.54,0.0946
37.56,0.04133
37.58,-0.06757
37.6,-0.09967
37.62,-0.01456
37.64,0.03871
37.66,0.0396
37.68,0.05673
37.7,0.08598
37.72,0.04287
37.74,0.01916
37.76,0.05142
37.78,0.08896
37.8,0.06794
37.82,0.00764
37.84,-0.0258
37.86,-0.08341
37.88,-0.10556
37.9,-0.13044
37.92,-0.16454
37.94,-0.13927
37.96,-0.14035
37.98,-0.15779
38,-0.14159
38.02,-0.12483
38.04,-0.10949
38.06,-0.07744
38.08,0.01387
38.1,0.04476
38.12,-0.00135
38.14,-0.00511
38.16,0.07239
38.18,0.08219
38.2,0.01497
38.22,-0.05767
38.24,-0.09557
38.26,-0.0324
38.28,0.01562
38.3,-0.01143
38.32,-0.02367
38.34,0.00588
38.36,0.02186
38.38,0.04727
38.4,0.02255
38.42,-0.00429
38.44,-0.0052
38.46,-0.00166
38.48,0.01395
38.5,-0.0091
38.52,0.00742
38.54,0.05189
38.56,0.02146
38.58,0.02094
38.6,0.07186
38.62,0.02349
38.64,-0.05893
38.66,-0.07037
38.68,-0.01085
38.7,0.01065
38.72,-0.00038
38.74,0.0166
38.76,0.04095
38.78,0.0864
38.8,0.07047
38.82,0.08619
38.84,0.09389
38.86,0.1111
38.88,0.14765
38.9,0.12457
38.92,0.1252
38.94,0.14369
38.96,0.1328
38.98,0.04628
39,0.02692
39.02,0.08241
39.04,0.1408
39.06,0.17846
39.08,0.16822
39.1,0.1467
39.12,0.12417
39.14,0.10514
39.16,0.09507
39.18,0.02963
39.2,-0.06821
39.22,-0.12757
39.24,-0.10039
39.26,-0.08356
39.28,-0.0956
39.3,-0.03483
39.32,-0.0043
39.34,-0.01757
39.36,-0.07381
39.38,-0.10282
39.4,-0.05519
39.42,-0.05784
39.44,-0.0947
39.46,-0.10506
39.48,-0.10276
39.5,-0.10699
39.52,-0.09408
39.54,-0.11021
39.56,-0.18638
39.58,-0.18652
39.6,-0.15802
39.62,-0.16879
39.64,-0.17633
39.66,-0.13793
39.68,-0.13581
39.7,-0.17073
39.72,-0.16347
39.74,-0.09226
39.76,-0.00181
39.78,0.03256
39.8,0.02467
39.82,0.02609
39.84,0.06376
39.86,0.01107
39.88,-0.07791
39.9,-0.10748
39.92,-0.10999
39.94,-0.10157
39.96,-0.08746
39.98,-0.07126
40,-0.05544
40.02,-0.0356
40.04,0.00704
40.06,0.00418
40.08,-0.02778
40.1,0.01859
40.12,0.06721
40.14,0.05572
40.16,0.01644
40.18,-0.02835
40.2,-0.01075
40.22,0.04343
40.24,0.085
40.26,0.09347
40.28,0.07637
40.3,0.07196
40.32,0.09238
40.34,0.12468
40.36,0.09921
40.38,0.07821
40.4,0.07305
40.42,0.1336
40.44,0.21053
40.46,0.19558
40.48,0.14303
40.5,0.12539
40.52,0.14073
40.54,0.11766
40.56,0.11289
40.58,0.12362
40.6,0.11431
40.62,0.05395
40.64,0.03956
40.66,0.11342
40.68,0.15987
40.7,0.17565
40.72,0.12193
40.74,0.05865
40.76,0.04793
40.78,0.02964
40.8,0.01347
40.82,-0.00388
40.84,0.00035
40.86,-0.02162
40.88,-0.05466
40.9,-0.01933
40.92,-0.00128
40.94,-0.02669
40.96,-0.0885
40.98,-0.12265
41,-0.09556
41.02,-0.05498
41.04,-0.01334
41.06,-0.01885
41.08,-0.0261
41.1,-0.00442
41.12,-0.04434
41.14,-0.07397
41.16,-0.0753
41.18,-0.05711
41.2,-0.02736
41.22,-0.02235
41.24,-0.01593
41.26,-0.03104
41.28,-0.0579
41.3,-0.10962
41.32,-0.11857
41.34,-0.11903
41.36,-0.13116
41.38,-0.13665
41.4,-0.16568
41.42,-0.17415
41.44,-0.18936
41.46,-0.19312
41.48,-0.17167
41.5,-0.14035
41.52,-0.10477
41.54,-0.04406
41.56,0.0238
41.58,0.05284
41.6,0.02925
41.62,-0.04453
41.64,-0.04027
41.66,0.02323
41.68,0.02672
41.7,0.00905
41.72,0.04496
41.74,0.10389
41.76,0.08862
41.78,0.06028
41.8,0.01117
41.82,-0.00818
41.84,0.04718
41.86,0.10901
41.88,0.14375
41.9,0.12087
41.92,0.07281
41.94,0.03318
41.96,0.05767
41.98,0.10934
42,0.08382
42.02,0.06149
42.04,0.08229
42.06,0.07792
42.08,0.04172
42.1,0.01431
42.12,-0.0297
42.14,-0.08554
42.16,-0.07416
42.18,-0.06424
42.2,-0.04703
42.22,-0.01562
42.24,-0.0128
42.26,-0.05181
42.28,-0.06207
42.3,-0.01352
42.32,0.06422
42.34,0.07716
42.36,-0.00906
42.38,-0.02719
42.4,-0.04267
42.42,-0.04721
42.44,-0.03182
42.46,-0.03283
42.48,-0.05836
42.5,-0.07924
42.52,-0.03618
42.54,0.01493
42.56,0.04294
42.58,0.0191
42.6,-0.02994
42.62,-0.042
42.64,-0.03661
42.66,-0.02743
42.68,-0.01008
42.7,-0.05255
42.72,-0.10559
42.74,-0.10227
42.76,-0.07088
42.78,-0.06159
42.8,-0.06992
42.82,-0.0632
42.84,-0.03537
42.86,-0.04337
42.88,-0.06444
42.9,-0.04573
42.92,-0.01234
42.94,0.03009
42.96,0.05861
42.98,0.06324
43,0.05307
43.02,0.07143
43.04,0.0728
43.06,0.03785
43.08,0.04632
43.1,0.06064
43.12,0.06332
43.14,0.03654
43.16,0.00351
43.18,0.03019
43.2,0.07062
43.22,0.09031
43.24,0.06044
43.26,-0.00007
43.28,0.00097
43.3,0.03106
43.32,0.03508
43.34,0.01156
43.36,-0.0292
43.38,-0.0366
43.4,-0.01214
43.42,0.03695
43.44,0.05209
43.46,0.00236
43.48,-0.00454
43.5,0.01629
43.52,0.00639
43.54,-0.00418
43.56,-0.00697
43.58,0.00531
43.6,0.05593
43.62,0.09539
43.64,0.10048
43.66,0.09925
43.68,0.09981
43.7,0.09934
43.72,0.08409
43.74,0.10616
43.76,0.1481
43.78,0.13924
43.8,0.1081
43.82,0.06841
43.84,0.05068
43.86,0.04247
43.88,0.00775
43.9,0.0007
43.92,-0.00214
43.94,-0.02121
43.96,-0.02584
43.98,-0.02805
44,-0.01607
44.02,0.02371
44.04,0.03775
44.06,0.02431
44.08,0.01313
44.1,-0.00563
44.12,-0.02528
44.14,0.01251
44.16,0.07703
44.18,0.04741
44.2,-0.03433
44.22,-0.06795
44.24,-0.00893
44.26,0.02743
44.28,-0.03589
44.3,-0.08781
44.32,-0.08157
44.34,-0.06776
44.36,-0.06583
44.38,-0.07389
44.4,-0.06505
44.42,-0.03798
44.44,-0.0214
44.46,-0.0121
44.48,-0.03979
44.5,-0.06445
44.52,-0.04609
44.54,-0.01882
44.56,0.01178
44.58,0.02352
44.6,-0.02753
44.62,-0.06502
44.64,-0.06025
44.66,-0.04749
44.68,-0.02114
44.7,-0.03389
44.72,-0.05437
44.74,-0.08823
44.76,-0.1055
44.78,-0.08989
44.8,-0.08334
44.82,-0.04699
44.84,0.01736
44.86,0.02702
44.88,-0.03989
44.9,-0.08798
44.92,-0.06587
44.94,-0.05065
44.96,-0.06813
44.98,-0.06551
45,-0.05445
45.02,-0.03522
45.04,-0.00087
45.06,0.04727
45.08,0.05448
45.1,-0.01493
45.12,-0.06281
45.14,0.00207
45.16,0.0516
45.18,0.03588
45.2,0.03601
45.22,0.02851
45.24,0.0625
45.26,0.06595
45.28,0.03681
45.3,0.03309
45.32,0.04927
45.34,0.11161
45.36,0.1309
45.38,0.11177
45.4,0.10547
45.42,0.09392
45.44,0.0783
45.46,0.05655
45.48,0.06449
45.5,0.10328
45.52,0.11376
45.54,0.10094
45.56,0.09825
45.58,0.10631
45.6,0.12006
45.62,0.14927
45.64,0.15453
45.66,0.11808
45.68,0.08925
45.7,0.0519
45.72,0.02075
45.74,-0.03354
45.76,-0.11506
45.78,-0.14528
45.8,-0.11311
45.82,-0.04449
45.84,0.01397
45.86,0.00007
45.88,-0.08129
45.9,-0.12087
45.92,-0.10424
45.94,-0.10614
45.96,-0.15029
45.98,-0.18965
46,-0.18072
46.02,-0.14407
46.04,-0.12502
46.06,-0.118
46.08,-0.1193
46.1,-0.10424
46.12,-0.07254
46.14,-0.08113
46.16,-0.11667
46.18,-0.1436
46.2,-0.13489
46.22,-0.11925
46.24,-0.10622
46.26,-0.07824
46.28,-0.03733
46.3,-0.01687
46.32,-0.05998
46.34,-0.10879
46.36,-0.11787
46.38,-0.09466
46.4,-0.02691
46.42,0.03048
46.44,0.02672
46.46,-0.03104
46.48,-0.06544
46.5,-0.00308
46.52,0.07121
46.54,0.05717
46.56,0.01863
46.58,0.04288
46.6,0.09199
46.62,0.1057
46.64,0.08444
46.66,0.08371
46.68,0.07751
46.7,0.03889
46.72,0.04249
46.74,0.04759
46.76,0.02403
46.78,0.02664
46.8,0.05473
46.82,0.074
46.84,0.05362
46.86,0.05055
46.88,0.06321
46.9,0.08351
46.92,0.10397
46.94,0.08777
46.96,0.02871
46.98,-0.00854
47,0.02286
47.02,0.05702
47.04,0.03944
47.06,0.03238
47.08,0.02958
47.1,0.04258
47.12,0.08234
47.14,0.09181
47.16,0.09874
47.18,0.13369
47.2,0.15581
47.22,0.12672
47.24,0.1024
47.26,0.12038
47.28,0.12998
47.3,0.11375
47.32,0.05751
47.34,0.0069
47.36,-0.00933
47.38,-0.02052
47.4,-0.01769
47.42,-0.02847
47.44,-0.04707
47.46,-0.05376
47.48,-0.03329
47.5,0.01777
47.52,0.04989
47.54,0.02634
47.56,-0.01398
47.58,-0.01706
47.6,0.00805
47.62,0.009
47.64,0.00079
47.66,0.02244
47.68,0.05383
47.7,0.04048
47.72,0.0269
47.74,0.00737
47.76,0.00164
47.78,0.00023
47.8,0.02216
47.82,0.05086
47.84,0.05893
47.86,0.03979
47.88,0.0135
47.9,0.02727
47.92,0.02708
47.94,0.0171
47.96,0.00936
47.98,0.03091
48,0.04115
48.02,0.00302
48.04,-0.05056
48.06,-0.07545
48.08,-0.0643
48.1,-0.05069
48.12,-0.04563
48.14,-0.02792
48.16,-0.02244
48.18,-0.04412
48.2,-0.08483
48.22,-0.11334
48.24,-0.12183
48.26,-0.12423
48.28,-0.13506
48.3,-0.12477
48.32,-0.09582
48.34,-0.04285
48.36,0.01661
48.38,0.03505
48.4,0.02531
48.42,-0.01177
48.44,-0.02472
48.46,-0.02026
48.48,-0.03889
48.5,-0.06448
48.52,-0.08134
48.54,-0.10138
48.56,-0.1071
48.58,-0.09514
48.6,-0.12666
48.62,-0.13068
48.64,-0.07144
48.66,-0.02178
48.68,-0.02474
48.7,-0.06707
48.72,-0.07947
48.74,-0.05924
48.76,-0.05178
48.78,-0.04515
48.8,-0.04219
48.82,-0.06037
48.84,-0.06734
48.86,-0.04378
48.88,-0.00376
48.9,0.00964
48.92,-0.00923
48.94,-0.03243
48.96,-0.05846
48.98,-0.06361
49,-0.08258
49.02,-0.11321
49.04,-0.08539
49.06,-0.06175
49.08,-0.0587
49.1,-0.06734
49.12,-0.04331
49.14,0.01573
49.16,0.03603
49.18,0.02433
49.2,0.01574
49.22,0.01143
49.24,0.01573
49.26,0.03435
49.28,0.03682
49.3,0.04652
49.32,0.07068
49.34,0.08967
49.36,0.12602
49.38,0.15851
49.4,0.13907
49.42,0.1009
49.44,0.08405
49.46,0.08474
49.48,0.08458
49.5,0.08697
49.52,0.08924
49.54,0.08825
49.56,0.07661
49.58,0.05923
49.6,0.04531
49.62,0.05805
49.64,0.04781
49.66,0.02496
49.68,0.03715
49.7,0.04423
49.72,0.04138
49.74,0.0241
49.76,0.00639
49.78,-0.02264
49.8,-0.03489
49.82,-0.0344
49.84,-0.03089
49.86,-0.04885
49.88,-0.05416
49.9,-0.03431
49.92,-0.02828
49.94,0.0083
49.96,0.03604
49.98,0.0232
50,0.02308
50.02,0.04063
50.04,0.02703
50.06,0.00608
50.08,-0.03052
50.1,-0.03877
50.12,-0.00841
50.14,0.01824
50.16,0.01584
50.18,-0.0041
50.2,0.01692
50.22,0.04687
50.24,0.02885
50.26,0.02738
50.28,0.04393
50.3,0.046
50.32,0.06448
50.34,0.08585
50.36,0.07894
50.38,0.03471
50.4,0.02177
50.42,0.0216
50.44,0.02229
50.46,0.03711
50.48,0.05717
50.5,0.02806
50.52,-0.04056
50.54,-0.07569
50.56,-0.08017
50.58,-0.07721
50.6,-0.08065
50.62,-0.05839
50.64,-0.03467
50.66,-0.01784
50.68,-0.02299
50.7,-0.02952
50.72,-0.00341
50.74,0.01113
50.76,-0.01075
50.78,-0.06214
50.8,-0.07149
50.82,-0.02872
50.84,0.00554
50.86,0.02518
50.88,0.03526
50.9,0.05736
50.92,0.08912
50.94,0.09698
50.96,0.07885
50.98,0.0666
51,0.08852
51.02,0.0947
51.04,0.06884
51.06,0.02953
51.08,0.03291
51.1,0.04097
51.12,0.02913
51.14,0.01209
51.16,0.01876
51.18,0.06957
51.2,0.07798
51.22,0.04725
51.24,0.01826
51.26,-0.01377
51.28,-0.03298
51.3,-0.03345
51.32,-0.04514
51.34,-0.04562
51.36,-0.02854
51.38,-0.00233
51.4,0.01454
51.42,-0.01526
51.44,-0.05489
51.46,-0.06366
51.48,-0.03109
51.5,0.02108
51.52,0.04044
51.54,0.00995
51.56,0.0023
51.58,0.03335
51.6,0.0445
51.62,0.01595
51.64,-0.01221
51.66,-0.02136
51.68,-0.04051
51.7,-0.06135
51.72,-0.07561
51.74,-0.07851
51.76,-0.07208
51.78,-0.06008
51.8,-0.05391
51.82,-0.05505
51.84,-0.05422
51.86,-0.03439
51.88,0.00762
51.9,0.04269
51.92,0.01573
51.94,-0.03645
51.96,-0.04279
51.98,-0.02069
52,-0.00491
52.02,-0.00404
52.04,-0.00398
52.06,-0.00393
52.08,0.00494
52.1,0.03121
52.12,0.04871
52.14,0.03075
52.16,-0.0102
52.18,-0.05468
52.2,-0.06237
52.22,-0.05716
52.24,-0.05305
52.26,-0.03448
52.28,-0.00832
52.3,-0.00914
52.32,-0.03297
52.34,-0.04147
52.36,-0.02326
52.38,0.00856
52.4,0.01523
52.42,0.02001
52.44,0.04164
52.46,0.05407
52.48,0.05181
52.5,0.04772
52.52,0.04782
52.54,0.051
52.56,0.05812
52.58,0.06254
52.6,0.05295
52.62,0.05238
52.64,0.03762
52.66,0.02646
52.68,0.01968
52.7,-0.00607
52.72,-0.04045
52.74,-0.05092
52.76,-0.03596
52.78,-0.01127
52.8,-0.00722
52.82,-0.02452
52.84,-0.05259
52.86,-0.06426
52.88,-0.03686
52.9,-0.02485
52.92,-0.03862
52.94,-0.05411
52.96,-0.06061
52.98,-0.06582
53,-0.07736
53.02,-0.06568
53.04,-0.04875
53.06,-0.06616
53.08,-0.07849
53.1,-0.09636
53.12,-0.09196
53.14,-0.07245
53.16,-0.04944
53.18,-0.04994
53.2,-0.05142
53.22,-0.0471
53.24,-0.04929
53.26,-0.05057
53.28,-0.03937
53.3,-0.0236
53.32,-0.03059
53.34,-0.02258
53.36,-0.00726
53.38,0.01509
53.4,0.02451
53.42,0.02252
53.44,0.02117
53.46,0.01579
53.48,-0.00082
53.5,-0.01126
53.52,0.00033
53.54,-0.00026
53.56,-0.00071
53.58,-0.00598
53.6,-0.02292
53.62,-0.02448
53.64,-0.01032
53.66,-0.01353
53.68,-0.03425
53.7,-0.04733
53.72,-0.02928
53.74,-0.00193
53.76,0.00136
53.78,0.00621
53.8,0.02948
53.82,0.01411
53.84,-0.02754
53.86,-0.0502
53.88,-0.02301
53.9,0.01842
53.92,0.03101
53.94,0.02063
53.96,-0.00783
53.98,-0.02063
54,-0.0073
54.02,0.03088
54.04,0.05853
54.06,0.05825
54.08,0.07424
54.1,0.08169
54.12,0.06455
54.14,0.0482
54.16,0.03649
54.18,0.05729
54.2,0.05416
54.22,0.03413
54.24,0.01815
54.26,0.00972
54.28,0.0227
54.3,0.04479
54.32,0.04372
54.34,0.0422
54.36,0.04273
54.38,0.04423
54.4,0.02802
54.42,0.02017
54.44,0.03852
54.46,0.05553
54.48,0.07375
54.5,0.07787
54.52,0.07017
54.54,0.039
54.56,0.0165
54.58,0.03369
54.6,0.04228
54.62,0.01581
54.64,-0.01764
54.66,-0.05136
54.68,-0.04467
54.7,-0.02734
54.72,-0.01286
54.74,0.02907
54.76,0.06087
54.78,0.04953
54.8,0.01843
54.82,-0.00947
54.84,-0.02569
54.86,-0.02897
54.88,-0.02973
54.9,-0.04855
54.92,-0.0571
54.94,-0.05652
54.96,-0.05717
54.98,-0.0567
55,-0.05853
55.02,-0.05969
55.04,-0.04778
55.06,-0.01966
55.08,0.01464
55.1,0.01201
55.12,-0.00554
55.14,-0.00711
55.16,-0.02583
55.18,-0.017
55.2,0.00561
55.22,0.01914
55.24,0.01858
55.26,0.01921
55.28,0.01859
55.3,0.02016
55.32,0.01857
55.34,0.02104
55.36,0.0048
55.38,-0.00488
55.4,-0.01082
55.42,-0.02786
55.44,0.02791
55.46,0.08041
55.48,0.09564
55.5,0.08146
55.52,0.06962
55.54,0.06695
55.56,0.08059
55.58,0.09721
55.6,0.09223
55.62,0.09385
55.64,0.09439
55.66,0.08189
55.68,0.04279
55.7,0.03491
55.72,0.05452
55.74,0.04691
55.76,0.02469
55.78,0.0187
55.8,0.02168
55.82,0.01769
55.84,0.03116
55.86,0.04494
55.88,0.04721
55.9,0.04569
55.92,0.04522
55.94,0.0596
55.96,0.07211
55.98,0.07747
56,0.07034
56.02,0.05083
56.04,0.01891
56.06,-0.00118
56.08,-0.00255
56.1,-0.00826
56.12,-0.04086
56.14,-0.07412
56.16,-0.08686
56.18,-0.079
56.2,-0.06488
56.22,-0.04496
56.24,-0.03312
56.26,-0.01309
56.28,-0.00838
56.3,-0.02861
56.32,-0.0299
56.34,-0.03055
56.36,-0.03329
56.38,-0.05866
56.4,-0.08005
56.42,-0.07532
56.44,-0.05734
56.46,-0.05846
56.48,-0.06325
56.5,-0.05675
56.52,-0.06416
56.54,-0.0789
56.56,-0.07983
56.58,-0.09704
56.6,-0.10609
56.62,-0.08474
56.64,-0.08318
56.66,-0.09404
56.68,-0.08882
56.7,-0.07091
56.72,-0.05107
56.74,-0.02991
56.76,-0.00518
56.78,-0.00536
56.8,-0.00301
56.82,-0.01682
56.84,-0.0478
56.86,-0.06307
56.88,-0.06089
56.9,-0.05943
56.92,-0.03967
56.94,0.0061
56.96,0.02113
56.98,0.00918
57,-0.00213
57.02,-0.01393
57.04,-0.03021
57.06,-0.0313
57.08,-0.02834
57.1,-0.04257
57.12,-0.04126
57.14,-0.03123
57.16,-0.02672
57.18,-0.00761
57.2,0.00957
57.22,0.0207
57.24,0.03674
57.26,0.04695
57.28,0.03953
57.3,0.02169
57.32,0.0194
57.34,0.03972
57.36,0.03234
57.38,0.01836
57.4,0.00052
57.42,-0.00686
57.44,0.00025
57.46,0.03284
57.48,0.07087
57.5,0.09208
57.52,0.09411
57.54,0.07665
57.56,0.06929
57.58,0.07265
57.6,0.05391
57.62,0.04596
57.64,0.03301
57.66,0.0181
57.68,0.02151
57.7,0.03625
57.72,0.05868
57.74,0.06327
57.76,0.0457
57.78,0.05656
57.8,0.07121
57.82,0.06908
57.84,0.07161
57.86,0.05179
57.88,0.03322
57.9,0.00737
57.92,-0.00781
57.94,-0.01771
57.96,-0.00645
57.98,-0.00567
58,0.01415
58.02,0.01684
58.04,-0.0062
58.06,-0.00123
58.08,-0.01779
58.1,-0.02834
58.12,-0.04156
58.14,-0.0357
58.16,-0.04552
58.18,-0.05554
58.2,-0.05587
58.22,-0.05025
58.24,-0.04615
58.26,-0.05825
58.28,-0.0359
58.3,-0.03054
58.32,-0.02917
58.34,-0.03056
58.36,-0.02671
58.38,-0.02141
58.4,-0.02402
58.42,-0.00944
58.44,-0.00539
58.46,0.00804
58.48,0.01988
58.5,0.00991
58.52,-0.002
58.54,-0.02615
58.56,-0.02894
58.58,-0.04269
58.6,-0.07551
58.62,-0.07998
58.64,-0.08116
58.66,-0.08017
58.68,-0.0802
58.7,-0.07822
58.72,-0.08034
58.74,-0.07786
58.76,-0.06423
58.78,-0.06541
58.8,-0.03396
58.82,0.00977
58.84,0.01206
58.86,-0.00331
58.88,-0.02032
58.9,-0.00224
58.92,0.00503
58.94,-0.02076
58.96,-0.0118
58.98,-0.01829
59,-0.0086
59.02,0.00424
59.04,0.01695
59.06,0.0293
59.08,0.0067
59.1,0.01874
59.12,0.05271
59.14,0.09205
59.16,0.12555
59.18,0.13484
59.2,0.1367
59.22,0.13459
