t,a
59.24,0.14229
59.26,0.15474
59.28,0.13863
59.3,0.13683
59.32,0.1231
59.34,0.10479
59.36,0.10362
59.38,0.0978
59.4,0.09021
59.42,0.06825
59.44,0.06228
59.46,0.04941
59.48,0.03509
59.5,0.03763
59.52,0.03674
59.54,0.03686
59.56,0.03919
59.58,0.03228
59.6,0.01509
59.62,0.01474
59.64,0.01509
59.66,0.01437
59.68,0.01775
59.7,0.00954
59.72,-0.00426
59.74,-0.02109
59.76,-0.01348
59.78,-0.02134
59.8,-0.03127
59.82,-0.04546
59.84,-0.06033
59.86,-0.07101
59.88,-0.08354
59.9,-0.07819
59.92,-0.08397
59.94,-0.06202
59.96,-0.07208
59.98,-0.0817
60,-0.06842
60.02,-0.03351
60.04,-0.02064
60.06,-0.03116
60.08,-0.03906
60.1,-0.05701
60.12,-0.02925
60.14,-0.00922
60.16,-0.00571
60.18,-0.00572
60.2,-0.01895
60.22,-0.03911
60.24,-0.05649
60.26,-0.04998
60.28,-0.02857
60.3,0.001
60.32,-0.00114
60.34,0.00403
60.36,0.02006
60.38,0.03712
60.4,0.03832
60.42,0.01998
60.44,0.00274
60.46,-0.0067
60.48,-0.01104
60.5,-0.00941
60.52,0.00031
60.54,0.0123
60.56,0.02047
60.58,0.01825
60.6,0.02064
60.62,0.01833
60.64,0.02073
60.66,0.01798
60.68,0.02185
60.7,0.01156
60.72,-0.00532
60.74,-0.00401
60.76,-0.00584
60.78,-0.00422
60.8,-0.0059
60.82,-0.00385
60.84,-0.00727
60.86,-0.02408
60.88,-0.04264
60.9,-0.0562
60.92,-0.05379
60.94,-0.03689
60.96,-0.01469
60.98,0.01834
61,0.00517
61.02,-0.02751
61.04,-0.0295
61.06,-0.03114
61.08,-0.02989
61.1,-0.03031
61.12,-0.0296
61.14,-0.05001
61.16,-0.05558
61.18,-0.05691
61.2,-0.05123
61.22,-0.03194
61.24,-0.02353
61.26,-0.01103
61.28,-0.00553
61.3,-0.01722
61.32,-0.01799
61.34,-0.02256
61.36,-0.0346
61.38,-0.05056
61.4,-0.0571
61.42,-0.02558
61.44,-0.00312
61.46,-0.00435
61.48,-0.00357
61.5,0.01923
61.52,0.01028
61.54,-0.00069
61.56,0.02596
61.58,0.05472
61.6,0.06686
61.62,0.04857
61.64,0.02987
61.66,0.01849
61.68,0.02448
61.7,0.04278
61.72,0.06433
61.74,0.0645
61.76,0.04667
61.78,0.04566
61.8,0.04514
61.82,0.04214
61.84,0.01707
61.86,0.00025
61.88,-0.02169
61.9,-0.04822
61.92,-0.06865
61.94,-0.08506
61.96,-0.08899
61.98,-0.09847
62,-0.08828
62.02,-0.07734
62.04,-0.06073
62.06,-0.03409
62.08,-0.03222
62.1,-0.04792
62.12,-0.03046
62.14,-0.03085
62.16,-0.01829
62.18,-0.00532
62.2,-0.00333
62.22,-0.00579
62.24,-0.01304
62.26,-0.00945
62.28,-0.01826
62.3,-0.01809
62.32,-0.02221
62.34,-0.03428
62.36,-0.05401
62.38,-0.02957
62.4,-0.0073
62.42,0.00286
62.44,0.02995
62.46,0.04926
62.48,0.04649
62.5,0.02673
62.52,0.02524
62.54,0.02382
62.56,0.03459
62.58,0.03086
62.6,0.02404
62.62,0.02647
62.64,0.01768
62.66,0.00684
62.68,-0.00052
62.7,0.00419
62.72,-0.00107
62.74,0.01352
62.76,0.02726
62.78,0.03536
62.8,0.05405
62.82,0.05268
62.84,0.05788
62.86,0.07385
62.88,0.07882
62.9,0.07637
62.92,0.08072
62.94,0.07705
62.96,0.06252
62.98,0.05353
63,0.05539
63.02,0.05296
63.04,0.05688
63.06,0.06205
63.08,0.05611
63.1,0.05577
63.12,0.05643
63.14,0.0547
63.16,0.03655
63.18,0.03345
63.2,0.02743
63.22,0.0055
63.24,-0.0014
63.26,-0.00071
63.28,-0.01481
63.3,-0.01263
63.32,0.00217
63.34,0.0083
63.36,0.02422
63.38,0.03548
63.4,0.02915
63.42,0.01269
63.44,-0.00914
63.46,-0.01543
63.48,-0.0157
63.5,-0.02078
63.52,-0.02958
63.54,-0.03921
63.56,-0.04457
63.58,-0.06082
63.6,-0.0631
63.62,-0.05913
63.64,-0.02755
63.66,0.0067
63.68,0.01377
63.7,0.01487
63.72,0.01402
63.74,0.01406
63.76,0.01855
63.78,0.01465
63.8,-0.00143
63.82,-0.02411
63.84,-0.05078
63.86,-0.0731
63.88,-0.08093
63.9,-0.09228
63.92,-0.09476
63.94,-0.07979
63.96,-0.08452
63.98,-0.10345
64,-0.10644
64.02,-0.07693
64.04,-0.05271
64.06,-0.05876
64.08,-0.0738
64.1,-0.06817
64.12,-0.04271
64.14,-0.03056
64.16,-0.0529
64.18,-0.04633
64.2,-0.02992
64.22,-0.01314
64.24,0.01469
64.26,0.03812
64.28,0.05075
64.3,0.04404
64.32,0.04633
64.34,0.04081
64.36,0.01661
64.38,-0.00609
64.4,0.00345
64.42,0.02149
64.44,0.03902
64.46,0.03501
64.48,0.0228
64.5,0.01274
64.52,0.00221
64.54,0.01103
64.56,0.02732
64.58,0.06354
64.6,0.07515
64.62,0.07194
64.64,0.07269
64.66,0.075
64.68,0.0715
64.7,0.0708
64.72,0.07023
64.74,0.05723
64.76,0.03729
64.78,0.01972
64.8,0.0178
64.82,0.00871
64.84,0.00378
64.86,0.0005
64.88,-0.0026
64.9,-0.01762
64.92,-0.02772
64.94,-0.01002
64.96,0.01076
64.98,0.03191
65,0.03573
65.02,0.03017
65.04,0.01154
65.06,0.00757
65.08,0.01488
65.1,0.00867
65.12,0.01868
65.14,0.0233
65.16,0.03302
65.18,0.03583
65.2,0.01604
65.22,-0.00069
65.24,-0.00485
65.26,-0.0031
65.28,-0.01263
65.3,-0.03942
65.32,-0.04104
65.34,-0.01776
65.36,0.00686
65.38,0.02013
65.4,0.02095
65.42,0.00962
65.44,-0.0076
65.46,-0.01382
65.48,-0.01921
65.5,-0.02452
65.52,-0.02635
65.54,-0.02814
65.56,-0.04648
65.58,-0.05691
65.6,-0.07593
65.62,-0.08368
65.64,-0.0792
65.66,-0.07487
65.68,-0.06547
65.7,-0.0496
65.72,-0.03811
65.74,-0.03342
65.76,-0.02773
65.78,-0.0434
65.8,-0.05342
65.82,-0.04759
65.84,-0.03178
65.86,-0.02746
65.88,-0.02576
65.9,-0.02501
65.92,-0.03252
65.94,-0.04454
65.96,-0.04154
65.98,-0.03457
66,-0.02997
66.02,-0.02968
66.04,-0.03601
66.06,-0.02073
66.08,-0.00895
66.1,-0.01566
66.12,-0.01961
66.14,-0.01577
66.16,-0.02392
66.18,-0.0256
66.2,-0.01884
66.22,-0.01562
66.24,-0.02047
66.26,-0.02645
66.28,-0.02513
66.3,-0.01641
66.32,-0.00623
66.34,-0.01666
66.36,-0.0183
66.38,0.00394
66.4,0.02505
66.42,0.02757
66.44,0.0325
66.46,0.03536
66.48,0.03018
66.5,0.01967
66.52,0.0026
66.54,-0.01323
66.56,-0.01546
66.58,-0.01654
66.6,-0.00791
66.62,0.02771
66.64,0.0504
66.66,0.05251
66.68,0.05752
66.7,0.06318
66.72,0.05459
66.74,0.03835
66.76,0.0334
66.78,0.0293
66.8,0.03535
66.82,0.04031
66.84,0.03
66.86,0.02645
66.88,0.027
66.9,0.03479
66.92,0.0428
66.94,0.0456
66.96,0.0471
66.98,0.05202
67,0.06788
67.02,0.0677
67.04,0.05205
67.06,0.04397
67.08,0.04484
67.1,0.03946
67.12,0.02146
67.14,0.01352
67.16,0.02756
67.18,0.0449
67.2,0.04083
67.22,0.02419
67.24,0.01689
67.26,0.01825
67.28,0.02508
67.3,0.025
67.32,0.03094
67.34,0.03206
67.36,0.02273
67.38,0.02357
67.4,0.01249
67.42,-0.00754
67.44,-0.01836
67.46,-0.03053
67.48,-0.03907
67.5,-0.03222
67.52,-0.0363
67.54,-0.01906
67.56,0.00447
67.58,0.03523
67.6,0.03427
67.62,0.01585
67.64,0.01141
67.66,-0.00359
67.68,0.0061
67.7,-0.00897
67.72,-0.01375
67.74,-0.02623
67.76,-0.05031
67.78,-0.06366
67.8,-0.06494
67.82,-0.0496
67.84,-0.02225
67.86,-0.01061
67.88,-0.00538
67.9,0.01452
67.92,0.03161
67.94,0.04227
67.96,0.03257
67.98,0.01802
68,0.01087
68.02,0.01334
68.04,0.01251
68.06,0.02011
68.08,0.03178
68.1,0.02788
68.12,0.01172
68.14,-0.01198
68.16,-0.0093
68.18,0.00407
68.2,0.00899
68.22,-0.00737
68.24,-0.01274
68.26,-0.00202
68.28,-0.00912
68.3,-0.01977
68.32,-0.01875
68.34,-0.00432
68.36,-0.01046
68.38,-0.01942
68.4,-0.01231
68.42,0.00737
68.44,0.00781
68.46,0.02163
68.48,0.02024
68.5,0.00918
68.52,0.01004
68.54,-0.01296
68.56,-0.01685
68.58,-0.01707
68.6,0.00333
68.62,0.00966
68.64,-0.0034
68.66,0.00845
68.68,-0.0014
68.7,0.00345
68.72,0.02006
68.74,0.01393
68.76,0.00603
68.78,0.00925
68.8,0.02683
68.82,0.04099
68.84,0.03083
68.86,0.00903
68.88,0.00771
68.9,0.00634
68.92,0.00874
68.94,-0.00898
68.96,-0.01875
68.98,-0.01855
69,-0.00604
69.02,0.00852
69.04,0.01759
69.06,0.0351
69.08,0.01832
69.1,0.00886
69.12,0.02676
69.14,0.02979
69.16,0.01533
69.18,0.00523
69.2,0.00504
69.22,-0.00706
69.24,-0.02372
69.26,-0.02212
69.28,-0.02426
69.3,-0.02289
69.32,-0.02586
69.34,-0.02063
69.36,-0.00129
69.38,-0.00207
69.4,-0.00069
69.42,-0.00282
69.44,-0.00022
69.46,-0.01507
69.48,-0.02661
69.5,-0.02656
69.52,-0.02572
69.54,-0.02859
69.56,-0.04508
69.58,-0.02998
69.6,-0.02645
69.62,-0.02603
69.64,-0.02679
69.66,-0.02665
69.68,-0.02671
69.7,-0.01242
69.72,-0.00252
69.74,0.00272
69.76,0.00119
69.78,-0.0048
69.8,0.01594
69.82,0.02245
69.84,0.02789
69.86,0.01015
69.88,0.01497
69.9,0.02051
69.92,0.0248
69.94,0.03431
69.96,0.03792
69.98,0.04764
70,0.03434
70.02,0.02025
70.04,-0.00069
70.06,-0.00175
70.08,-0.00355
70.1,-0.0016
70.12,-0.00408
70.14,-0.00032
70.16,-0.01225
70.18,-0.02771
70.2,-0.03216
70.22,-0.04978
70.24,-0.06095
70.26,-0.06694
70.28,-0.05889
70.3,-0.05476
70.32,-0.05615
70.34,-0.07606
70.36,-0.07927
70.38,-0.08136
70.4,-0.07634
70.42,-0.05867
70.44,-0.03847
70.46,-0.02956
70.48,-0.01683
70.5,0.00189
70.52,0.01854
70.54,0.02399
70.56,0.02181
70.58,0.01903
70.6,0.00296
70.62,0.01824
70.64,0.02109
70.66,0.02262
70.68,0.02081
70.7,0.02385
70.72,0.03237
70.74,0.02779
70.76,0.01029
70.78,-0.00273
70.8,-0.00497
70.82,0.00241
70.84,0.02015
70.86,0.03521
70.88,0.03218
70.9,0.02214
70.92,0.01618
70.94,0.01345
70.96,0.02171
70.98,0.02066
71,0.01304
71.02,0.00555
71.04,0.02269
71.06,0.02346
71.08,0.03462
71.1,0.04589
71.12,0.04664
71.14,0.04356
71.16,0.02376
71.18,0.0215
71.2,0.01742
71.22,0.02364
71.24,0.02895
71.26,0.02793
71.28,0.02256
71.3,0.00839
71.32,-0.00223
71.34,-0.00309
71.36,-0.00486
71.38,0.00363
71.4,0.01367
71.42,0.01531
71.44,0.01609
71.46,0.00939
71.48,0.01051
71.5,0.01891
71.52,0.01808
71.54,0.02181
71.56,0.02092
71.58,0.0228
71.6,0.0205
71.62,0.02395
71.64,0.01606
71.66,-0.001
71.68,-0.01064
71.7,-0.02901
71.72,-0.02741
71.74,-0.0368
71.76,-0.03164
71.78,-0.02698
71.8,-0.01989
71.82,-0.02055
71.84,-0.0282
71.86,-0.02769
71.88,-0.02916
71.9,-0.02939
71.92,-0.028
71.94,-0.04198
71.96,-0.05914
71.98,-0.06932
72,-0.07892
72.02,-0.07889
72.04,-0.07907
72.06,-0.07988
72.08,-0.06957
72.1,-0.056
72.12,-0.05368
72.14,-0.03848
72.16,-0.02734
72.18,-0.03254
72.2,-0.01476
72.22,-0.00425
72.24,-0.00212
72.26,-0.01249
72.28,-0.01755
72.3,-0.00259
72.32,-0.00499
72.34,-0.00278
72.36,-0.00475
72.38,-0.01496
72.4,-0.02826
72.42,-0.02826
72.44,-0.02102
72.46,-0.01004
72.48,-0.00343
72.5,-0.0041
72.52,-0.00326
72.54,-0.00424
72.56,-0.00243
72.58,-0.00118
72.6,-0.00424
72.62,-0.00258
72.64,0.00081
72.66,-0.00253
72.68,-0.00377
72.7,-0.00334
72.72,0.00689
72.74,0.02001
72.76,0.02141
72.78,0.02189
72.8,0.02034
72.82,0.02159
72.84,0.01849
72.86,0.01581
72.88,0.02464
72.9,0.03028
72.92,0.04151
72.94,0.04648
72.96,0.04886
72.98,0.05893
73,0.06563
73.02,0.06973
73.04,0.07187
73.06,0.06453
73.08,0.05469
73.1,0.04537
73.12,0.045
73.14,0.04435
73.16,0.0492
73.18,0.05704
73.2,0.04931
73.22,0.04083
73.24,0.02373
73.26,0.02018
73.28,0.02233
73.3,0.00897
73.32,-0.00245
73.34,-0.00511
73.36,-0.02132
73.38,-0.03057
73.4,-0.01531
73.42,-0.00294
73.44,-0.0045
73.46,-0.00325
73.48,-0.00389
73.5,-0.00395
73.52,-0.00105
73.54,-0.00386
73.56,-0.00381
73.58,-0.01966
73.6,-0.02958
73.62,-0.02837
73.64,-0.00919
73.66,-0.00553
73.68,-0.01474
73.7,-0.01155
73.72,-0.00817
73.74,-0.00195
73.76,-0.01721
73.78,-0.0291
73.8,-0.01102
73.82,-0.00192
73.84,-0.0039
73.86,-0.00126
73.88,-0.00925
73.9,-0.00749
73.92,-0.02097
73.94,-0.02848
73.96,-0.02851
73.98,-0.01714
74,-0.00478
74.02,0.00327
74.04,0.00764
74.06,-0.00443
74.08,-0.00057
74.1,-0.0049
74.12,-0.00103
74.14,-0.01533
74.16,-0.01545
74.18,-0.00998
74.2,-0.01598
74.22,-0.01772
74.24,-0.01731
74.26,-0.00828
74.28,-0.02284
74.3,-0.02441
74.32,-0.02859
74.34,-0.02522
74.36,-0.00611
74.38,-0.00277
74.4,-0.00287
74.42,-0.00263
74.44,-0.00306
74.46,-0.00187
74.48,-0.00241
74.5,-0.00053
74.52,-0.0164
74.54,-0.02593
74.56,-0.02876
74.58,-0.02382
74.6,-0.03355
74.62,-0.04984
74.64,-0.06292
74.66,-0.05566
74.68,-0.05125
74.7,-0.03812
74.72,-0.02375
74.74,-0.02665
74.76,-0.00652
74.78,0.00483
74.8,0.02415
74.82,0.0218
74.84,0.02484
74.86,0.01897
74.88,0.01158
74.9,0.022
74.92,0.0225
74.94,0.02264
74.96,0.02334
74.98,0.04365
75,0.0483
75.02,0.04887
75.04,0.06009
75.06,0.04859
75.08,0.05569
75.1,0.07086
75.12,0.07318
75.14,0.06974
75.16,0.0677
75.18,0.06191
75.2,0.04787
75.22,0.0519
75.24,0.04811
75.26,0.04893
75.28,0.04785
75.3,0.04857
75.32,0.04773
75.34,0.04869
75.36,0.03891
75.38,0.02279
75.4,0.04129
75.42,0.04884
75.44,0.04704
75.46,0.03098
75.48,0.02346
75.5,0.02426
75.52,0.00756
75.54,0.00009
75.56,0.00194
75.58,-0.00174
75.6,-0.00794
75.62,-0.01801
75.64,-0.02214
75.66,-0.02088
75.68,-0.02197
75.7,-0.02105
75.72,-0.02274
75.74,-0.02199
75.76,-0.02356
75.78,-0.023
75.8,-0.02496
75.82,-0.02329
75.84,-0.03008
75.86,-0.04798
75.88,-0.05104
75.9,-0.0507
75.92,-0.06788
75.94,-0.07594
75.96,-0.0753
75.98,-0.07506
76,-0.07454
76.02,-0.07426
76.04,-0.07087
76.06,-0.06651
76.08,-0.05346
76.1,-0.03595
76.12,-0.02333
76.14,-0.01485
76.16,0.00309
76.18,0.01615
76.2,0.00511
76.22,0.00257
76.24,0.00027
76.26,0.01737
76.28,0.02216
76.3,0.00196
76.32,0.00257
76.34,-0.00002
76.36,0.00204
76.38,0.00096
76.4,0.00309
76.42,-0.00242
76.44,-0.02303
76.46,-0.01289
76.48,0.003
76.5,0.00298
76.52,0.00574
76.54,0.00297
76.56,0.02225
76.58,0.02994
76.6,0.04241
76.62,0.0427
76.64,0.03002
76.66,0.03023
76.68,0.0312
76.7,0.0313
76.72,0.02885
76.74,0.02976
76.76,0.02965
76.78,0.01191
76.8,0.00302
76.82,0.00302
76.84,-0.01176
76.86,-0.00769
76.88,0.00137
76.9,0.00457
76.92,0.00413
76.94,0.02649
76.96,0.01447
76.98,0.0012
77,0.01986
77.02,0.02653
77.04,0.0278
77.06,0.00969
77.08,0.00413
77.1,-0.01374
77.12,-0.00847
77.14,0.00269
77.16,0.00382
77.18,-0.00806
77.2,-0.02368
77.22,-0.02147
77.24,-0.02359
77.26,-0.02385
77.28,-0.02173
77.3,-0.03278
77.32,-0.04789
77.34,-0.06385
77.36,-0.0763
77.38,-0.07405
77.4,-0.04865
77.42,-0.02461
77.44,-0.02505
77.46,-0.02323
77.48,-0.02485
77.5,-0.0415
77.52,-0.04742
77.54,-0.05097
77.56,-0.04002
77.58,-0.02375
77.6,-0.02342
77.62,-0.02331
77.64,-0.01979
77.66,-0.00143
77.68,0.00293
77.7,-0.00008
77.72,0.01045
77.74,0.02409
77.76,0.00642
77.78,0.01925
77.8,0.02652
77.82,0.00761
77.84,0.0022
77.86,0.00183
77.88,0.00222
77.9,0.00171
77.92,0.00252
77.94,0.00278
77.96,0.00329
77.98,0.01541
78,0.0277
78.02,0.02842
78.04,0.02898
78.06,0.02618
78.08,0.02886
78.1,0.02947
78.12,0.02917
78.14,0.02909
78.16,0.02881
78.18,0.02862
78.2,0.02909
78.22,0.02829
78.24,0.00684
78.26,0.00811
78.28,0.02756
78.3,0.02999
78.32,0.03087
78.34,0.03109
78.36,0.03148
78.38,0.02821
78.4,0.01253
78.42,0.00566
78.44,0.00631
78.46,0.00331
78.48,0.00486
78.5,0.00754
78.52,-0.00513
78.54,-0.02065
78.56,-0.01704
78.58,-0.02259
78.6,-0.01151
78.62,0.00396
78.64,0.01048
78.66,0.02936
78.68,0.02962
78.7,0.03102
78.72,0.02982
78.74,0.03139
78.76,0.02661
78.78,0.0056
78.8,0.0069
78.82,-0.00669
78.84,-0.01783
78.86,-0.02039
78.88,-0.01831
78.9,-0.0297
78.92,-0.04489
78.94,-0.04709
78.96,-0.0576
78.98,-0.05398
79,-0.05347
79.02,-0.03169
79.04,-0.02194
79.06,-0.02009
79.08,-0.01811
79.1,-0.01985
79.12,-0.02665
79.14,-0.03619
79.16,-0.0415
79.18,-0.04453
79.2,-0.02516
79.22,-0.02549
79.24,-0.02138
79.26,-0.02099
79.28,-0.01766
79.3,-0.02284
79.32,-0.00529
79.34,0.00306
79.36,0.00988
79.38,0.02853
79.4,0.01008
79.42,0.00501
79.44,-0.00039
79.46,0.00454
79.48,0.00548
79.5,0.02944
79.52,0.01829
79.54,0.02084
79.56,0.03228
79.58,0.02845
79.6,0.03079
79.62,0.02881
79.64,0.03062
79.66,0.03121
79.68,0.01717
79.7,0.00599
79.72,0.04544
79.74,0.04446
79.76,0.03094
79.78,0.02984
79.8,0.03432
79.82,0.05497
79.84,0.05445
79.86,0.03475
79.88,0.03119
79.9,0.01707
79.92,0.00798
79.94,0.00328
79.96,0.01462
79.98,0.03052
