t,sg,y,v
4.620000, 540.877523, 704.350693 , 531.062682,274.892953 
4.630000, 536.737856, 709.681819 , 533.795895,271.749601 
4.640000, 532.130838, 715.040041 , 536.497674,268.606249 
4.650000, 527.092005, 720.425041 , 539.167440,265.346891 
4.660000, 521.659632, 725.836494 , 541.804612,262.087533 
4.670000, 515.874488, 731.274071 , 544.408729,258.735997 
4.680000, 509.779577, 736.737438 , 546.979332,255.384460 
4.690000, 503.419866, 742.226257 , 549.516080,251.965157 
4.700000, 496.842002, 747.740187 , 552.018635,248.545853 
4.710000, 490.094013, 753.278884 , 554.486782,245.083622 
4.720000, 483.225005, 758.842003 , 556.920307,241.621391 
4.730000, 476.284853, 764.429198 , 559.319121,238.141346 
4.740000, 469.323882, 770.040119 , 561.683134,234.661301 
4.750000, 462.392549, 775.674420 , 564.012384,231.188668 
4.760000, 455.541121, 781.331752 , 566.306908,227.716034 
4.770000, 448.819362, 787.011771 , 568.566868,224.275991 
4.780000, 442.276212, 792.714132 , 570.792427,220.835947 
4.790000, 435.959480, 798.438492 , 572.983875,217.453465 
4.800000, 429.915540, 804.184513 , 575.141497,214.070984 
4.810000, 424.189035, 809.951859 , 577.265705,210.770671 
4.820000, 418.822600, 815.740200 , 579.356910,207.470359 
4.830000, 413.856583, 821.549210 , 581.415643,204.276302 
4.840000, 409.328798, 827.378567 , 583.442436,201.082245 
4.850000, 405.274280, 833.227958 , 585.437937,198.017857 
4.860000, 401.725065, 839.097074 , 587.402793,194.953469 
4.870000, 398.709986, 844.985614 , 589.337767,192.041341 
4.880000, 396.254490, 850.893285 , 591.243620,189.129213 
4.890000, 394.380478, 856.819804 , 593.121221,186.390970 
4.900000, 393.106166, 862.764892 , 594.971440,183.652728 
4.910000, 392.445968, 868.728285 , 596.795248,181.108895 
4.920000, 392.410408, 874.709726 , 598.593617,178.565063 
4.930000, 393.006047, 880.708967 , 600.367617,176.234932 
4.940000, 394.235449, 886.725773 , 602.118316,173.904801 
4.950000, 396.097160, 892.759921 , 603.846872,171.806309 
4.960000, 398.585719, 898.811196 , 605.554442,169.707818 
4.970000, 401.691691, 904.879399 , 607.242269,167.857435 
4.980000, 405.401728, 910.964342 , 608.911591,166.007052 
4.990000, 409.698655, 917.065849 , 610.563725,164.419674 
5.000000, 414.561574, 923.183758 , 612.199984,162.832296 
5.010000, 419.966003, 929.317921 , 613.821752,161.521153 
5.020000, 425.884027, 935.468203 , 615.430408,160.210010 
5.030000, 432.284475, 941.634485 , 617.027390,159.186581 
5.040000, 439.133119, 947.816659 , 618.614139,158.163152 
5.050000, 446.392890, 954.014636 , 620.192140,157.437093 
5.060000, 454.024113, 960.228338 , 621.762881,156.711034 
5.070000, 461.984761, 966.457704 , 623.327887,156.290115 
5.080000, 470.230715, 972.702689 , 624.888683,155.869196 
5.090000, 478.716052, 978.963262 , 626.446826,155.759254 
5.100000, 487.393329, 985.239408 , 628.003868,155.649312 
5.110000, 496.213887, 991.531128 , 629.561386,155.854214 
5.120000, 505.128160, 997.838439 , 631.120953,156.059115 
5.130000, 514.085987, 1004.161372 , 632.684152,156.580730 
5.140000, 523.036930, 1010.499977 , 634.252567,157.102344 
5.150000, 531.930598, 1016.854317 , 635.827782,157.940535 
5.160000, 540.716959, 1023.224471 , 637.411378,158.778726 
5.170000, 549.346664, 1029.610537 , 639.004928,159.931350 
5.180000, 557.771355, 1036.012624 , 640.610005,161.083974 
5.190000, 565.943975, 1042.430860 , 642.228159,162.546894 
5.200000, 573.819063, 1048.865388 , 643.860943,164.009815 
5.210000, 581.353045, 1055.316364 , 645.509877,165.776928 
5.220000, 588.504509, 1061.783962 , 647.176481,167.544042 
5.230000, 595.234467, 1068.268370 , 648.862238,169.607319 
5.240000, 601.506601, 1074.769791 , 650.568628,171.670595 
5.250000, 607.287498, 1081.288440 , 652.297081,174.020126 
5.260000, 612.546855, 1087.824551 , 654.049030,176.369657 
5.270000, 617.257677, 1094.378367 , 655.825847,178.993720 
5.280000, 621.396445, 1100.950149 , 657.628905,181.617783 
5.290000, 624.943265, 1107.540167 , 659.459508,184.502916 
5.300000, 627.881995, 1114.148708 , 661.318963,187.388049 
5.310000, 630.200348, 1120.776069 , 663.208499,190.519135 
5.320000, 631.889968, 1127.422561 , 665.129346,193.650220 
5.330000, 632.946484, 1134.088504 , 667.082650,197.010583 
5.340000, 633.369537, 1140.774232 , 669.069557,200.370945 
5.350000, 633.162785, 1147.480090 , 671.091124,203.942456 
5.360000, 632.333877, 1154.206431 , 673.148407,207.513966 
5.370000, 630.894402, 1160.953619 , 675.242362,211.277158 
5.380000, 628.859824, 1167.722030 , 677.373950,215.040349 
5.390000, 626.249375, 1174.512045 , 679.544024,218.974538 
5.400000, 623.085939, 1181.324056 , 681.753440,222.908728 
5.410000, 619.395902, 1188.158461 , 684.002945,226.992150 
5.420000, 615.208991, 1195.015668 , 686.293283,231.075572 
5.430000, 610.558081, 1201.896090 , 688.625089,235.285515 
5.440000, 605.478987, 1208.800145 , 690.998994,239.495458 
5.450000, 600.010238, 1215.728259 , 693.415513,243.808408 
5.460000, 594.192833, 1222.680861 , 695.875162,248.121358 
5.470000, 588.069982, 1229.658387 , 698.378334,252.513149 
5.480000, 581.686829, 1236.661273 , 700.925425,256.904940 
5.490000, 575.090168, 1243.689962 , 703.516704,261.350905 
5.500000, 568.328147, 1250.744897 , 706.152443,265.796870 
5.510000, 561.449962, 1257.826524 , 708.832787,270.271999 
5.520000, 554.505545, 1264.935290 , 711.557883,274.747129 
5.530000, 547.545248, 1272.071643 , 714.327750,279.226229 
5.540000, 540.619523, 1279.236030 , 717.142408,283.705329 
5.550000, 533.778604, 1286.428900 , 720.001750,288.163180 
5.560000, 527.072186, 1293.650697 , 722.905671,292.621031 
5.570000, 520.549114, 1300.901865 , 725.853939,297.032548 
5.580000, 514.257067, 1308.182847 , 728.846322,301.444065 
5.590000, 508.242264, 1315.494082 , 731.882465,305.784456 
5.600000, 502.549164, 1322.836003 , 734.962011,310.124848 
5.610000, 497.220188, 1330.209042 , 738.084484,314.369773 
5.620000, 492.295449, 1337.613623 , 741.249407,318.614699 
5.630000, 487.812499, 1345.050168 , 744.456182,322.740423 
5.640000, 483.806088, 1352.519090 , 747.704215,326.866147 
5.650000, 480.307947, 1360.020797 , 750.992794,330.849690 
5.660000, 477.346586, 1367.555688 , 754.321209,334.833234 
5.670000, 474.947111, 1375.124156 , 757.688638,338.652517 
5.680000, 473.131069, 1382.726584 , 761.094259,342.471800 
5.690000, 471.916307, 1390.363349 , 764.537147,346.105786 
5.700000, 471.316862, 1398.034814 , 768.016375,349.739772 
5.710000, 471.342873, 1405.741337 , 771.530917,353.168597 
5.720000, 472.000512, 1413.483262 , 775.079747,356.597422 
5.730000, 473.291949, 1421.260925 , 778.661747,359.802523 
5.740000, 475.215337, 1429.074648 , 782.275797,363.007625 
5.750000, 477.764824, 1436.924742 , 785.920695,365.971857 
5.760000, 480.930588, 1444.811508 , 789.595235,368.936090 
5.770000, 484.698904, 1452.735233 , 793.298134,371.643836 
5.780000, 489.052225, 1460.696189 , 797.028111,374.351581 
5.790000, 493.969299, 1468.694638 , 800.783813,376.788847 
5.800000, 499.425298, 1476.730826 , 804.563888,379.226113 
5.810000, 505.391980, 1484.804988 , 808.366922,381.380621 
5.820000, 511.837867, 1492.917341 , 812.191501,383.535129 
5.830000, 518.728443, 1501.068091 , 816.036158,385.396392 
5.840000, 526.026373, 1509.257428 , 819.899428,387.257655 
5.850000, 533.691740, 1517.485525 , 823.779802,388.817047 
5.860000, 541.682300, 1525.752542 , 827.675769,390.376438 
5.870000, 549.953746, 1534.058625 , 831.585788,391.627242 
5.880000, 558.459992, 1542.403902 , 835.508314,392.878047 
5.890000, 567.153462, 1550.788486 , 839.441782,393.815507 
5.900000, 575.985396, 1559.212475 , 843.384624,394.752966 
5.910000, 584.906155, 1567.675951 , 847.335261,395.374308 
5.920000, 593.865537, 1576.178980 , 851.292111,395.995649 
5.930000, 602.813095, 1584.721613 , 855.253589,396.300104 
5.940000, 611.698458, 1593.303882 , 859.218113,396.604559 
5.950000, 620.471647, 1601.925808 , 863.184102,396.593366 
5.960000, 629.083397, 1610.587394 , 867.149980,396.582173 
5.970000, 637.485464, 1619.288625 , 871.114184,396.258573 
5.980000, 645.630933, 1628.029474 , 875.075151,395.934973 
5.990000, 653.474517, 1636.809897 , 879.031347,395.304185 
6.000000, 660.972841, 1645.629835 , 882.981235,394.673397 
6.010000, 668.084718, 1654.489212 , 886.923315,393.742588 
6.020000, 674.771411, 1663.387941 , 890.856087,392.811780 
6.030000, 680.996878, 1672.325917 , 894.778096,391.590019 
6.040000, 686.728000, 1681.303022 , 898.687887,390.368259 
6.050000, 691.934790, 1690.319122 , 902.584061,388.866458 
6.060000, 696.590587, 1699.374071 , 906.465216,387.364658 
6.070000, 700.672219, 1708.467709 , 910.330017,385.595506 
6.080000, 704.160156, 1717.599863 , 914.177127,383.826353 
6.090000, 707.038628, 1726.770345 , 918.005279,381.804231 
6.100000, 709.295731, 1735.978958 , 921.813211,379.782108 
6.110000, 710.923495, 1745.225489 , 925.599737,377.523000 
6.120000, 711.917943, 1754.509716 , 929.363671,375.263893 
6.130000, 712.279110, 1763.831404 , 933.103917,372.785287 
6.140000, 712.011044, 1773.190309 , 936.819377,370.306682 
6.150000, 711.121784, 1782.586175 , 940.509048,367.627457 
6.160000, 709.623302, 1792.018738 , 944.171926,364.948233 
6.170000, 707.531434, 1801.487721 , 947.807110,362.088539 
6.180000, 704.865777, 1810.992841 , 951.413697,359.228845 
6.190000, 701.649563, 1820.533807 , 954.990891,356.209975 
6.200000, 697.909516, 1830.110319 , 958.537896,353.191105 
6.210000, 693.675677, 1839.722069 , 962.054029,350.035363 
6.220000, 688.981218, 1849.368743 , 965.538604,346.879621 
6.230000, 683.862232, 1859.050023 , 968.991053,343.610175 
6.240000, 678.357500, 1868.765581 , 972.410807,340.340730 
6.250000, 672.508249, 1878.515089 , 975.797418,336.981473 
6.260000, 666.357891, 1888.298211 , 979.150437,333.622216 
6.270000, 659.951743, 1898.114608 , 982.469536,330.197607 
6.280000, 653.336747, 1907.963940 , 985.754389,326.772998 
6.290000, 646.561167, 1917.845862 , 989.004793,323.307911 
6.300000, 639.674283, 1927.760028 , 992.220547,319.842824 
6.310000, 632.726084, 1937.706091 , 995.401573,316.362390 
6.320000, 625.766945, 1947.683704 , 998.547795,312.881956 
6.330000, 618.847311, 1957.692518 , 1001.659261,309.411404 
6.340000, 612.017377, 1967.732186 , 1004.736023,305.940851 
6.350000, 605.326769, 1977.802363 , 1007.778254,302.505345 
6.360000, 598.824231, 1987.902704 , 1010.786130,299.069839 
6.370000, 592.557313, 1998.032869 , 1013.759950,295.694323 
6.380000, 586.572073, 2008.192519 , 1016.700016,292.318806 
6.390000, 580.912784, 2018.381320 , 1019.606749,289.027843 
6.400000, 575.621653, 2028.598941 , 1022.480573,285.736879 
6.410000, 570.738552, 2038.845058 , 1025.322030,282.554496 
6.420000, 566.300770, 2049.119350 , 1028.131663,279.372112 
6.430000, 562.342770, 2059.421506 , 1030.910132,276.321648 
6.440000, 558.895977, 2069.751217 , 1033.658096,273.271184 
6.450000, 555.988574, 2080.108184 , 1036.376327,270.375141 
6.460000, 553.645327, 2090.492117 , 1039.065599,267.479099 
6.470000, 551.887425, 2100.902732 , 1041.726789,264.759003 
6.480000, 550.732348, 2111.339755 , 1044.360779,262.038906 
6.490000, 550.193755, 2121.802921 , 1046.968549,259.515165 
6.500000, 550.281396, 2132.291975 , 1049.551082,256.991424 
6.510000, 551.001056, 2142.806674 , 1052.109455,254.683202 
6.520000, 552.354510, 2153.346783 , 1054.644746,252.374981 
6.530000, 554.339519, 2163.912081 , 1057.158121,250.300078 
6.540000, 556.949839, 2174.502357 , 1059.650748,248.225174 
6.550000, 560.175264, 2185.117413 , 1062.123873,246.399909 
6.560000, 564.001690, 2195.757063 , 1064.578746,244.574643 
6.570000, 568.411202, 2206.421135 , 1067.016688,243.013753 
6.580000, 573.382192, 2217.109470 , 1069.439021,241.452863 
6.590000, 578.889490, 2227.821921 , 1071.847132,240.169411 
6.600000, 584.904529, 2238.558356 , 1074.242409,238.885959 
6.610000, 591.395525, 2249.318660 , 1076.626295,237.891247 
6.620000, 598.327674, 2260.102727 , 1079.000234,236.896536 
6.630000, 605.663380, 2270.910471 , 1081.365717,236.200039 
6.640000, 613.362486, 2281.741817 , 1083.724235,235.503542 
6.650000, 621.382533, 2292.596707 , 1086.077317,235.112843 
6.660000, 629.679029, 2303.475099 , 1088.426492,234.722144 
6.670000, 638.205727, 2314.376965 , 1090.773317,234.642888 
6.680000, 646.914923, 2325.302294 , 1093.119349,234.563632 
6.690000, 655.757757, 2336.251088 , 1095.466165,234.799490 
6.700000, 664.684521, 2347.223369 , 1097.815339,235.035349 
6.710000, 673.644974, 2358.219171 , 1100.168456,235.587996 
6.720000, 682.588663, 2369.238545 , 1102.527099,236.140644 
6.730000, 691.465242, 2380.281559 , 1104.892851,237.009746 
6.740000, 700.224787, 2391.348296 , 1107.267294,237.878848 
6.750000, 708.818119, 2402.438854 , 1109.651999,239.062066 
6.760000, 717.197112, 2413.553348 , 1112.048535,240.245284 
6.770000, 725.314996, 2424.691908 , 1114.458453,241.738287 
6.780000, 733.126660, 2435.854679 , 1116.883301,243.231290 
6.790000, 740.588930, 2447.041821 , 1119.324597,245.027785 
6.800000, 747.660849, 2458.253512 , 1121.783857,246.824280 
6.810000, 754.303932, 2469.489941 , 1124.262558,248.916049 
6.820000, 760.482414, 2480.751313 , 1126.762178,251.007819 
6.830000, 766.163473, 2492.037850 , 1129.284141,253.384774 
6.840000, 771.317442, 2503.349784 , 1131.829873,255.761729 
6.850000, 775.917991, 2514.687365 , 1134.400742,258.411974 
6.860000, 779.942300, 2526.050852 , 1136.998113,261.062219 
6.870000, 783.371202, 2537.440522 , 1139.623284,263.972125 
6.880000, 786.189303, 2548.856662 , 1142.277555,266.882031 
6.890000, 788.385078, 2560.299572 , 1144.962147,270.036324 
6.900000, 789.950949, 2571.769565 , 1147.678282,273.190618 
6.910000, 790.883329, 2583.266963 , 1150.427097,276.572476 
6.920000, 791.182648, 2594.792104 , 1153.209731,279.954334 
6.930000, 790.853346, 2606.345333 , 1156.027230,283.545491 
6.940000, 789.903848, 2617.927006 , 1158.880641,287.136648 
6.950000, 788.346510, 2629.537489 , 1161.770912,290.917513 
6.960000, 786.197541, 2641.177159 , 1164.698991,294.698377 
6.970000, 783.476899, 2652.846399 , 1167.665724,298.648155 
6.980000, 780.208165, 2664.545603 , 1170.671954,302.597932 
6.990000, 776.418394, 2676.275171 , 1173.718418,306.694758 
7.000000, 772.137945, 2688.035511 , 1176.805850,310.791585 
7.010000, 767.400284, 2699.827037 , 1179.934871,315.012662 
7.020000, 762.241777, 2711.650170 , 1183.106103,319.233740 
7.030000, 756.701458, 2723.505336 , 1186.320049,323.555486 
7.040000, 750.820777, 2735.392965 , 1189.577213,327.877231 
7.050000, 744.643346, 2747.313493 , 1192.877976,332.275421 
7.060000, 738.214655, 2759.267358 , 1196.222721,336.673612 
7.070000, 731.581787, 2771.255003 , 1199.611707,341.123541 
7.080000, 724.793120, 2783.276871 , 1203.045192,345.573470 
7.090000, 717.898017, 2795.333409 , 1206.523310,350.050103 
7.100000, 710.946519, 2807.425064 , 1210.046194,354.526735 
7.110000, 703.989021, 2819.552283 , 1213.613852,359.004868 
7.120000, 697.075959, 2831.715515 , 1217.226291,363.483000 
7.130000, 690.257486, 2843.915206 , 1220.883393,367.937419 
7.140000, 683.583156, 2856.151802 , 1224.585040,372.391838 
7.150000, 677.101607, 2868.425747 , 1228.330986,376.797480 
7.160000, 670.860260, 2880.737482 , 1232.120989,381.203122 
7.170000, 664.905008, 2893.087445 , 1235.954681,385.535233 
7.180000, 659.279935, 2905.476069 , 1239.831694,389.867344 
7.190000, 654.027031, 2917.903785 , 1243.751539,394.101637 
7.200000, 649.185926, 2930.371017 , 1247.713727,398.335929 
7.210000, 644.793642, 2942.878183 , 1251.717650,402.448734 
7.220000, 640.884355, 2955.425698 , 1255.762701,406.561540 
7.230000, 637.489180, 2968.013966 , 1259.848159,410.529961 
7.240000, 634.635973, 2980.643386 , 1263.973301,414.498381 
7.250000, 632.349157, 2993.314349 , 1268.137295,418.300434 
7.260000, 630.649563, 3006.027237 , 1272.339309,422.102487 
7.270000, 629.554302, 3018.782423 , 1276.578408,425.717244 
7.280000, 629.076653, 3031.580272 , 1280.853654,429.332001 
7.290000, 629.225981, 3044.421136 , 1285.164013,432.739720 
7.300000, 630.007678, 3057.305359 , 1289.508448,436.147439 
7.310000, 631.423128, 3070.233274 , 1293.885834,439.329692 
7.320000, 633.469697, 3083.205202 , 1298.295042,442.511944 
7.330000, 636.140753, 3096.221451 , 1302.734861,445.451730 
7.340000, 639.425704, 3109.282318 , 1307.204077,448.391516 
7.350000, 643.310068, 3122.388089 , 1311.701401,451.073371 
7.360000, 647.775564, 3135.539034 , 1316.225544,453.755226 
7.370000, 652.800228, 3148.735412 , 1320.775147,456.165323 
7.380000, 658.358551, 3161.977466 , 1325.348851,458.575419 
7.390000, 664.421642, 3175.265427 , 1329.945236,460.701651 
7.400000, 670.957413, 3188.599512 , 1334.562884,462.827882 
7.410000, 677.930776, 3201.979922 , 1339.200323,464.659942 
7.420000, 685.303872, 3215.406843 , 1343.856083,466.492001 
7.430000, 693.036310, 3228.880448 , 1348.528650,468.021445 
7.440000, 701.085418, 3242.400894 , 1353.216512,469.550890 
7.450000, 709.406519, 3255.968321 , 1357.918122,470.771195 
7.460000, 717.953212, 3269.582856 , 1362.631935,471.991500 
7.470000, 726.677666, 3283.244608 , 1367.356383,472.898100 
7.480000, 735.530923, 3296.953673 , 1372.089897,473.804701 
7.490000, 744.463210, 3310.710130 , 1376.830896,474.395019 
7.500000, 753.424250, 3324.514041 , 1381.577798,474.985338 
7.510000, 762.363588, 3338.365453 , 1386.329019,475.258802 
7.520000, 771.230903, 3352.264398 , 1391.082974,475.532267 
7.530000, 779.976333, 3366.210891 , 1395.838087,475.490312 
7.540000, 788.550786, 3380.204932 , 1400.592780,475.448358 
7.550000, 796.906255, 3394.246505 , 1405.345494,475.094421 
7.560000, 804.996123, 3408.335579 , 1410.094669,474.740483 
7.570000, 812.775452, 3422.472106 , 1414.838771,474.079975 
7.580000, 820.201276, 3436.656025 , 1419.576268,473.419466 
7.590000, 827.232867, 3450.887258 , 1424.305664,472.459741 
7.600000, 833.831997, 3465.165713 , 1429.025463,471.500017 
7.610000, 839.963179, 3479.491284 , 1433.734215,470.250328 
7.620000, 845.593892, 3493.863848 , 1438.430469,469.000639 
7.630000, 850.694785, 3508.283270 , 1443.112833,467.472075 
7.640000, 855.239868, 3522.749402 , 1447.779911,465.943512 
7.650000, 859.206671, 3537.262079 , 1452.430373,464.148931 
7.660000, 862.576391, 3551.821127 , 1457.062890,462.354350 
7.670000, 865.334009, 3566.426355 , 1461.676203,460.308294 
7.680000, 867.468384, 3581.077564 , 1466.269055,458.262239 
7.690000, 868.972327, 3595.774539 , 1470.840271,455.980846 
7.700000, 869.842645, 3610.517054 , 1475.388672,453.699453 
7.710000, 870.080158, 3625.304875 , 1479.913171,451.200351 
7.720000, 869.689700, 3640.137753 , 1484.412679,448.701249 
7.730000, 868.680083, 3655.015431 , 1488.886203,446.003446 
7.740000, 867.064045, 3669.937642 , 1493.332748,443.305644 
7.750000, 864.858166, 3684.904110 , 1497.751424,440.429408 
7.760000, 862.082764, 3699.914548 , 1502.141336,437.553172 
7.770000, 858.761769, 3714.968664 , 1506.501702,434.519902 
7.780000, 854.922566, 3730.066157 , 1510.831734,431.486632 
7.790000, 850.595828, 3745.206717 , 1515.130761,428.318722 
7.800000, 845.815314, 3760.390029 , 1519.398109,425.150812 
7.810000, 840.617661, 3775.615774 , 1523.633221,421.871508 
7.820000, 835.042151, 3790.883623 , 1527.835539,418.592205 
7.830000, 829.130460, 3806.193247 , 1532.004627,415.225461 
7.840000, 822.926392, 3821.544309 , 1536.140048,411.858718 
7.850000, 816.475609, 3836.936470 , 1540.241487,408.429042 
7.860000, 809.825333, 3852.369389 , 1544.308629,404.999366 
7.870000, 803.024052, 3867.842720 , 1548.341284,401.531664 
7.880000, 796.121210, 3883.356117 , 1552.339262,398.063962 
7.890000, 789.166895, 3898.909234 , 1556.302499,394.583382 
7.900000, 782.211523, 3914.501723 , 1560.230930,391.102801 
7.910000, 775.305515, 3930.133235 , 1564.124617,387.634571 
7.920000, 768.498978, 3945.803423 , 1567.983621,384.166340 
7.930000, 761.841391, 3961.511943 , 1571.808131,380.735611 
7.940000, 755.381288, 3977.258451 , 1575.598334,377.304881 
7.950000, 749.165950, 3993.042606 , 1579.354541,373.936566 
7.960000, 743.241110, 4008.864070 , 1583.077065,370.568250 
7.970000, 737.650656, 4024.722511 , 1586.766341,367.286866 
7.980000, 732.436358, 4040.617597 , 1590.422802,364.005482 
7.990000, 727.637605, 4056.549007 , 1594.047005,360.834996 
8.000000, 723.291147, 4072.516421 , 1597.639502,357.664510 
8.010000, 719.430870, 4088.519527 , 1601.200966,354.628185 
8.020000, 716.087580, 4104.558020 , 1604.732066,351.591860 
8.030000, 713.288804, 4120.631602 , 1608.233586,348.712110 
8.040000, 711.058619, 4136.739983 , 1611.706308,345.832360 
8.050000, 709.417497, 4152.882882 , 1615.151123,343.130606 
8.060000, 708.382179, 4169.060027 , 1618.568920,340.428851 
8.070000, 707.965563, 4185.271154 , 1621.960691,337.925385 
8.080000, 708.176630, 4201.516012 , 1625.327428,335.421919 
8.090000, 709.020378, 4217.794357 , 1628.670216,333.135778 
8.100000, 710.497798, 4234.105959 , 1631.990144,330.849636 
8.110000, 712.605864, 4250.450597 , 1635.288384,328.798477 
8.120000, 715.337554, 4266.828064 , 1638.566113,326.747319 
8.130000, 718.681892, 4283.238163 , 1641.824586,324.947312 
8.140000, 722.624019, 4299.680713 , 1645.065059,323.147306 
8.150000, 727.145288, 4316.155542 , 1648.288861,321.613029 
8.160000, 732.223382, 4332.662494 , 1651.497320,320.078753 
8.170000, 737.832453, 4349.201426 , 1654.691829,318.823099 
8.180000, 743.943289, 4365.772209 , 1657.873782,317.567445 
8.190000, 750.523497, 4382.374728 , 1661.044627,316.601542 
8.200000, 757.537711, 4399.008883 , 1664.205813,315.635639 
8.210000, 764.947811, 4415.674589 , 1667.358835,314.968777 
8.220000, 772.713170, 4432.371775 , 1670.505188,314.301915 
8.230000, 780.790911, 4449.100386 , 1673.646405,313.941490 
8.240000, 789.136173, 4465.860382 , 1676.784018,313.581065 
8.250000, 797.702402, 4482.651739 , 1679.919586,313.532530 
8.260000, 806.441644, 4499.474448 , 1683.054669,313.483995 
8.270000, 815.304847, 4516.328516 , 1686.190843,313.750827 
8.280000, 824.242174, 4533.213966 , 1689.329685,314.017659 
8.290000, 833.203318, 4550.130836 , 1692.472780,314.601336 
8.300000, 842.137822, 4567.079181 , 1695.621712,315.185013 
8.310000, 850.995396, 4584.059070 , 1698.778062,316.085004 
8.320000, 859.726239, 4601.070591 , 1701.943412,316.984995 
8.330000, 868.281352, 4618.113845 , 1705.119331,318.198765 
8.340000, 876.612852, 4635.188948 , 1708.307387,319.412536 
8.350000, 884.674271, 4652.296035 , 1711.509128,320.935561 
8.360000, 892.420854, 4669.435254 , 1714.726099,322.458587 
8.370000, 899.809841, 4686.606768 , 1717.959813,324.284384 
8.380000, 906.800738, 4703.810756 , 1721.211786,326.110181 
8.390000, 913.355575, 4721.047411 , 1724.483489,328.230347 
8.400000, 919.439145, 4738.316943 , 1727.776393,330.350512 
8.410000, 925.019230, 4755.619573 , 1731.091920,332.754777 
8.420000, 930.066799, 4772.955539 , 1734.431489,335.159043 
8.430000, 934.556199, 4790.325091 , 1737.796461,337.835338 
8.440000, 938.465316, 4807.728494 , 1741.188195,340.511634 
8.450000, 941.775709, 4825.166024 , 1744.607984,343.446167 
8.460000, 944.472737, 4842.637973 , 1748.057119,346.380700 
8.470000, 946.545644, 4860.144642 , 1751.536813,349.558040 
8.480000, 947.987629, 4877.686346 , 1755.048280,352.735381 
8.490000, 948.795891, 4895.263411 , 1758.592649,356.138559 
8.500000, 948.971645, 4912.876176 , 1762.171051,359.541737 
8.510000, 948.520116, 4930.524987 , 1765.784521,363.152353 
8.520000, 947.450503, 4948.210204 , 1769.434098,366.762969 
8.530000, 945.775923, 4965.932195 , 1773.120719,370.561307 
8.540000, 943.513329, 4983.691337 , 1776.845324,374.359645 
8.550000, 940.683397, 5001.488016 , 1780.608746,378.324801 
8.560000, 937.310403, 5019.322626 , 1784.411820,382.289957 
8.570000, 933.422063, 5037.195570 , 1788.255270,386.399969 
8.580000, 929.049359, 5055.107257 , 1792.139819,390.509980 
8.590000, 924.226343, 5073.058102 , 1796.066079,394.741967 
8.600000, 918.989921, 5091.048527 , 1800.034659,398.973953 
8.610000, 913.379621, 5109.078959 , 1804.046050,403.304262 
8.620000, 907.437338, 5127.149830 , 1808.100744,407.634570 
8.630000, 901.207072, 5145.261575 , 1812.199111,412.038923 
8.640000, 894.734650, 5163.414635 , 1816.341522,416.443277 
8.650000, 888.067431, 5181.609450 , 1820.528223,420.896930 
8.660000, 881.254010, 5199.846467 , 1824.759461,425.350583 
8.670000, 874.343909, 5218.126130 , 1829.035356,429.828477 
8.680000, 867.387262, 5236.448889 , 1833.356031,434.306370 
8.690000, 860.434499, 5254.815190 , 1837.721479,438.783293 
8.700000, 853.536024, 5273.225482 , 1842.131696,443.260216 
8.710000, 846.741898, 5291.680210 , 1846.586552,447.710963 
8.720000, 840.101520, 5310.179821 , 1851.085916,452.161709 
8.730000, 833.663315, 5328.724757 , 1855.629530,456.561239 
8.740000, 827.474427, 5347.315459 , 1860.217140,460.960769 
8.750000, 821.580418, 5365.952365 , 1864.848366,465.284367 
8.760000, 816.024983, 5384.635907 , 1869.522828,469.607965 
8.770000, 810.849671, 5403.366514 , 1874.240025,473.831397 
8.780000, 806.093620, 5422.144610 , 1878.999456,478.054829 
8.790000, 801.793313, 5440.970613 , 1883.800502,482.154496 
8.800000, 797.982343, 5459.844933 , 1888.642546,486.254163 
8.810000, 794.691202, 5478.767976 , 1893.524853,490.207250 
8.820000, 791.947088, 5497.740138 , 1898.446691,494.160338 
8.830000, 789.773730, 5516.761809 , 1903.407217,497.944960 
8.840000, 788.191241, 5535.833369 , 1908.405590,501.729581 
8.850000, 787.215989, 5554.955189 , 1913.440862,505.324920 
8.860000, 786.860494, 5574.127632 , 1918.512088,508.920258 
8.870000, 787.133346, 5593.351049 , 1923.618223,512.306695 
8.880000, 788.039155, 5612.625781 , 1928.758222,515.693132 
8.890000, 789.578516, 5631.952159 , 1933.930950,518.852372 
8.900000, 791.748012, 5651.330501 , 1939.135270,522.011613 
8.910000, 794.540231, 5670.761114 , 1944.369962,524.926804 
8.920000, 797.943813, 5690.244292 , 1949.633806,527.841994 
8.930000, 801.943524, 5709.780318 , 1954.925505,530.497826 
8.940000, 806.520353, 5729.369460 , 1960.243762,533.153659 
8.950000, 811.651629, 5749.011974 , 1965.587213,535.536470 
8.960000, 817.311167, 5768.708100 , 1970.954492,537.919281 
8.970000, 823.469437, 5788.458068 , 1976.344174,540.017137 
8.980000, 830.093744, 5808.262089 , 1981.754834,542.114994 
8.990000, 837.148442, 5828.120364 , 1987.184998,543.917768 
9.000000, 844.595156, 5848.033075 , 1992.633190,545.720542 
9.010000, 852.393027, 5868.000393 , 1998.097892,547.219977 
9.020000, 860.498969, 5888.022469 , 2003.577589,548.719412 
9.030000, 868.867946, 5908.099444 , 2009.070732,549.909174 
9.040000, 877.453251, 5928.231439 , 2014.575773,551.098936 
9.050000, 886.206811, 5948.418562 , 2020.091141,551.974652 
