0,1
0.05,0.961693336
0.1,0.904064341
0.15,0.851262291
0.2,0.799216082
0.25,0.750745037
0.3,0.700918591
0.35,0.650646193
0.4,0.598896894
0.45,0.547736274
0.5,0.497378759
0.55,0.442258057
0.6,0.394672048
0.65,0.358525717
0.7,0.30840851
0.75,0.25582865
1,0
